Asset_ID,Machine_Model,Location,Vibration,Temperature,Pressure,Flow_Rate,Operating_Hours,Health_Status,Remaining_Useful_Life_Hours,Fault_Type
PUMP_0246,Atlas-7,Offshore-Platform-B,3.01,73.1,172.3,213.0,14904,Critical,535,Discharge Blockage
PUMP_0432,Titan-X2,Onshore-Terminal-1,3.31,71.1,157.2,217.2,21527,Warning,1678,Discharge Blockage
PUMP_0823,Atlas-7,Onshore-Terminal-1,3.93,61.5,132.6,234.8,23621,Warning,2588,Cavitation
PUMP_0863,Atlas-7,CPF-1,3.03,61.4,143.7,248.5,15780,Normal,6261,Cavitation
PUMP_0771,Titan-X2,Onshore-Terminal-1,3.95,65.8,137.6,234.8,1928,Warning,2456,Valve Malfunction
PUMP_0882,Titan-X3,Offshore-Platform-A,4.41,70.3,145.7,256.2,14520,Warning,2238,Lubrication Failure
PUMP_0598,Titan-X2,Onshore-Terminal-1,4.36,72.2,147.2,242.7,31210,Warning,1591,Lubrication Failure
PUMP_0347,Titan-X3,Onshore-Terminal-2,6.01,61.4,138.9,233.9,26062,Warning,2118,Coupling Failure
PUMP_0742,Titan-X2,CPF-1,4.09,73.4,144.0,250.1,17628,Warning,1927,Lubrication Failure
PUMP_0297,Titan-X3,Onshore-Terminal-1,7.73,61.1,145.0,256.9,30086,Warning,1309,Rotor Imbalance
PUMP_0263,Hydra-500,Onshore-Terminal-2,3.44,63.7,144.0,248.0,9102,Normal,3965,Valve Malfunction
PUMP_0764,Titan-X3,Offshore-Platform-B,4.87,61.9,137.3,242.8,4347,Warning,2555,Coupling Failure
PUMP_0430,Titan-X2,Offshore-Platform-A,3.85,66.4,163.9,221.4,20671,Warning,1338,Discharge Blockage
PUMP_0466,Titan-X3,CPF-1,6.82,62.6,137.3,242.4,29465,Warning,1079,Coupling Failure
PUMP_0010,Atlas-7,CPF-1,2.78,59.6,145.1,254.4,28561,Normal,7576,Normal
PUMP_0088,Hydra-500,Offshore-Platform-A,2.38,62.7,138.2,241.2,15558,Normal,6726,Impeller Damage
PUMP_0586,Titan-X3,Onshore-Terminal-2,2.54,58.6,143.2,242.9,26984,Normal,7501,Normal
PUMP_0603,Titan-X2,Offshore-Platform-A,6.1,61.7,132.7,241.4,15074,Warning,1116,Corrosion / Wear
PUMP_0379,Hydra-500,CPF-1,5.43,65.5,141.6,239.9,814,Warning,1828,Coupling Failure
PUMP_0777,Nova-P,CPF-1,8.58,74.2,144.0,244.8,25861,Warning,617,Bearing Failure
PUMP_0541,Titan-X2,Onshore-Terminal-1,4.03,64.6,128.7,215.8,13297,Warning,713,Cavitation
PUMP_0206,Hydra-500,CPF-1,3.91,107.2,114.8,193.6,21909,Critical,118,Motor Failure
PUMP_0081,Titan-X3,Offshore-Platform-B,4.3,53.1,146.4,248.9,9300,Warning,904,Valve Malfunction
PUMP_0087,Atlas-7,Onshore-Terminal-1,3.42,80.4,144.4,242.7,16667,Warning,2600,Overheating
PUMP_0072,Atlas-7,Offshore-Platform-B,3.22,80.9,142.6,245.1,3481,Warning,2600,Overheating
PUMP_0620,Atlas-7,Offshore-Platform-B,6.03,64.4,130.4,230.8,23165,Critical,307,Corrosion / Wear
PUMP_0805,Titan-X2,Onshore-Terminal-2,2.39,61.6,139.3,239.3,1417,Normal,7425,Normal
PUMP_0146,Titan-X3,CPF-1,2.97,76.0,135.4,226.3,10173,Warning,2600,Motor Failure
PUMP_0168,Atlas-7,Onshore-Terminal-1,4.49,65.5,137.7,218.0,25206,Warning,1711,Cavitation
PUMP_0778,Atlas-7,Offshore-Platform-B,3.13,85.1,126.9,211.7,23640,Warning,1724,Motor Failure
PUMP_0132,Nova-P,CPF-1,3.29,78.4,135.2,220.6,8855,Warning,2335,Motor Failure
PUMP_0418,Atlas-7,Offshore-Platform-B,5.37,72.0,138.9,252.1,28089,Warning,2122,Bearing Failure
PUMP_0321,Hydra-500,Onshore-Terminal-1,3.35,54.1,141.4,245.7,15986,Normal,6244,Suction Blockage
PUMP_0077,Hydra-500,CPF-1,4.27,65.1,119.5,205.8,19471,Critical,310,Suction Blockage
PUMP_0779,Hydra-500,Onshore-Terminal-2,9.71,76.1,143.8,242.1,11729,Critical,158,Shaft Misalignment
PUMP_0899,Atlas-7,Offshore-Platform-B,6.18,65.6,121.9,205.7,4877,Critical,272,Cavitation
PUMP_0673,Titan-X2,Onshore-Terminal-1,7.6,60.0,128.7,243.4,30058,Critical,453,Coupling Failure
PUMP_0354,Nova-P,Onshore-Terminal-1,2.09,62.6,146.8,244.0,8946,Normal,7939,Normal
PUMP_0843,Titan-X3,Offshore-Platform-B,1.58,58.2,142.4,251.9,26901,Normal,6607,Normal
PUMP_0453,Nova-P,Offshore-Platform-B,4.55,65.9,131.8,233.9,16894,Warning,2057,Corrosion / Wear
PUMP_0653,Hydra-500,Offshore-Platform-B,2.39,64.0,142.9,246.4,4615,Normal,8405,Normal
PUMP_0241,Atlas-7,Onshore-Terminal-2,3.6,61.5,140.7,246.6,25092,Normal,5235,Coupling Failure
PUMP_0642,Titan-X3,Offshore-Platform-A,4.1,99.8,124.8,207.9,11935,Warning,681,Motor Failure
PUMP_0747,Nova-P,Offshore-Platform-A,4.88,61.1,137.3,242.7,25229,Normal,3353,Coupling Failure
PUMP_0838,Atlas-7,CPF-1,3.88,58.8,124.9,219.0,3661,Warning,1732,Suction Blockage
PUMP_0043,Titan-X2,Onshore-Terminal-2,5.38,76.6,141.8,245.5,15763,Warning,1449,Lubrication Failure
PUMP_0106,Titan-X2,Onshore-Terminal-2,4.81,61.6,124.5,223.9,25600,Critical,496,Impeller Damage
PUMP_0744,Hydra-500,Offshore-Platform-B,5.82,64.8,123.7,215.5,25080,Critical,312,Impeller Damage
PUMP_0245,Titan-X2,Offshore-Platform-A,6.36,56.0,142.6,236.9,9369,Warning,1590,Coupling Failure
PUMP_0055,Nova-P,Onshore-Terminal-1,6.95,58.4,132.1,235.9,23676,Warning,1358,Coupling Failure
PUMP_0398,Atlas-7,Onshore-Terminal-1,2.19,65.0,150.0,251.4,21824,Normal,9000,Normal
PUMP_0144,Nova-P,Offshore-Platform-A,2.9,84.8,127.6,212.8,13829,Warning,1385,Motor Failure
PUMP_0235,Nova-P,Onshore-Terminal-1,2.24,62.4,160.6,226.0,1802,Normal,3156,Discharge Blockage
PUMP_0370,Titan-X2,CPF-1,2.09,62.5,146.1,246.2,16629,Normal,7518,Normal
PUMP_0551,Titan-X3,Offshore-Platform-A,4.79,62.9,133.2,240.0,9883,Warning,1023,Corrosion / Wear
PUMP_0401,Titan-X3,Onshore-Terminal-1,4.83,60.7,126.6,216.7,7490,Warning,1348,Cavitation
PUMP_0509,Hydra-500,CPF-1,3.05,85.8,124.2,213.2,26341,Warning,1870,Motor Failure
PUMP_0181,Titan-X3,Onshore-Terminal-2,3.62,78.8,136.3,223.1,17114,Warning,2427,Motor Failure
PUMP_0122,Titan-X2,CPF-1,3.06,72.2,173.0,210.6,17414,Critical,484,Discharge Blockage
PUMP_0829,Titan-X3,Offshore-Platform-B,2.0,61.4,137.1,242.0,26780,Normal,3941,Seal Failure
PUMP_0309,Hydra-500,Offshore-Platform-A,5.87,61.6,142.9,248.6,10629,Normal,3260,Shaft Misalignment
PUMP_0624,Nova-P,CPF-1,3.24,61.2,129.1,210.3,10866,Warning,1862,Suction Blockage
PUMP_0084,Titan-X3,Onshore-Terminal-1,3.65,78.8,129.6,220.7,23324,Warning,2184,Motor Failure
PUMP_0272,Atlas-7,Onshore-Terminal-1,2.78,62.3,148.1,243.7,26979,Normal,6862,Normal
PUMP_0794,Titan-X3,Offshore-Platform-A,2.47,55.9,140.8,253.6,29961,Normal,9000,Normal
PUMP_0230,Atlas-7,Onshore-Terminal-1,5.58,75.3,145.1,249.3,13150,Warning,1398,Lubrication Failure
PUMP_0797,Titan-X3,Offshore-Platform-B,2.46,59.5,140.8,234.3,29861,Normal,5376,Seal Failure
PUMP_0250,Atlas-7,Onshore-Terminal-2,1.73,66.3,148.0,247.1,18168,Normal,8341,Normal
PUMP_0406,Nova-P,Onshore-Terminal-1,2.79,57.2,143.8,249.8,7954,Normal,8436,Normal
PUMP_0172,Atlas-7,Offshore-Platform-A,2.62,63.7,141.8,252.7,7725,Normal,8343,Normal
PUMP_0677,Nova-P,Offshore-Platform-B,4.24,96.0,125.4,211.5,28704,Warning,1377,Motor Failure
PUMP_0749,Hydra-500,Onshore-Terminal-2,8.22,68.3,133.9,236.2,7928,Critical,256,Coupling Failure
PUMP_0645,Titan-X2,Offshore-Platform-A,4.11,63.5,121.9,224.0,27179,Warning,2400,Cavitation
PUMP_0894,Titan-X3,Offshore-Platform-A,2.18,57.2,142.2,254.0,16918,Normal,7790,Normal
PUMP_0008,Titan-X2,CPF-1,3.69,65.9,147.1,247.8,25214,Normal,4950,Bearing Failure
PUMP_0346,Hydra-500,Onshore-Terminal-2,2.46,63.4,144.2,253.6,23203,Normal,8347,Normal
PUMP_0193,Titan-X2,Onshore-Terminal-2,5.92,76.1,146.5,244.5,28373,Warning,1903,Bearing Failure
PUMP_0257,Titan-X2,CPF-1,2.3,56.7,142.8,251.0,13125,Normal,7081,Normal
PUMP_0341,Titan-X2,Offshore-Platform-B,2.39,59.3,145.8,254.1,17540,Normal,7233,Normal
PUMP_0333,Hydra-500,Onshore-Terminal-2,2.57,60.3,159.3,223.8,24117,Warning,2286,Discharge Blockage
PUMP_0225,Titan-X2,Onshore-Terminal-2,2.31,60.8,146.0,249.1,25139,Normal,6944,Normal
PUMP_0179,Titan-X3,Offshore-Platform-B,3.69,115.3,145.0,238.7,15991,Critical,255,Overheating
PUMP_0056,Atlas-7,Onshore-Terminal-1,4.44,63.3,132.6,223.2,27578,Warning,1643,Cavitation
PUMP_0044,Hydra-500,Offshore-Platform-B,3.77,77.5,169.8,218.7,4622,Warning,996,Discharge Blockage
PUMP_0605,Titan-X3,Offshore-Platform-B,2.86,64.1,124.9,214.1,5034,Warning,784,Seal Failure
PUMP_0359,Atlas-7,Offshore-Platform-B,3.28,68.3,139.7,238.8,14392,Normal,6776,Motor Failure
PUMP_0799,Hydra-500,Offshore-Platform-A,3.98,61.5,133.7,226.9,15628,Warning,2293,Impeller Damage
PUMP_0623,Atlas-7,CPF-1,2.91,62.9,154.2,227.7,2088,Normal,3757,Discharge Blockage
PUMP_0191,Titan-X2,Offshore-Platform-B,4.79,63.9,143.6,249.8,19921,Normal,5683,Rotor Imbalance
PUMP_0664,Hydra-500,Onshore-Terminal-2,2.13,64.8,153.0,235.9,16337,Normal,5707,Discharge Blockage
PUMP_0059,Titan-X2,Onshore-Terminal-2,7.54,72.0,144.1,246.2,8937,Warning,701,Shaft Misalignment
PUMP_0616,Titan-X2,Onshore-Terminal-2,3.9,67.2,146.7,253.7,14866,Normal,4413,Lubrication Failure
PUMP_0592,Titan-X3,Offshore-Platform-B,6.9,61.7,150.1,253.9,2248,Warning,1771,Rotor Imbalance
PUMP_0351,Nova-P,Offshore-Platform-A,4.87,56.9,134.5,240.8,12087,Warning,1688,Corrosion / Wear
PUMP_0746,Hydra-500,Offshore-Platform-A,3.26,61.2,136.8,249.3,21388,Warning,1336,Valve Malfunction
PUMP_0145,Titan-X3,Onshore-Terminal-1,2.06,57.8,146.1,252.0,26527,Normal,8328,Normal
PUMP_0345,Titan-X3,Onshore-Terminal-2,3.05,99.5,143.1,240.6,23444,Warning,844,Overheating
PUMP_0690,Titan-X2,CPF-1,2.54,61.5,142.6,256.0,20436,Normal,6544,Normal
PUMP_0172,Atlas-7,Offshore-Platform-A,3.21,63.7,139.4,233.6,25402,Normal,6041,Suction Blockage
PUMP_0588,Atlas-7,CPF-1,2.62,58.5,149.2,252.1,19397,Normal,7016,Normal
PUMP_0651,Nova-P,Offshore-Platform-A,6.08,53.5,137.4,237.8,29695,Warning,1993,Coupling Failure
PUMP_0858,Atlas-7,Onshore-Terminal-1,4.39,61.9,138.3,247.4,22989,Normal,3811,Coupling Failure
PUMP_0578,Nova-P,Offshore-Platform-A,4.91,65.1,147.6,238.7,15652,Normal,3126,Shaft Misalignment
PUMP_0494,Titan-X2,Onshore-Terminal-1,3.24,72.2,158.1,229.0,14349,Warning,2212,Discharge Blockage
PUMP_0409,Titan-X3,Offshore-Platform-B,4.02,57.8,135.7,228.7,19092,Warning,2330,Impeller Damage
PUMP_0405,Nova-P,Onshore-Terminal-1,4.43,58.9,136.0,238.3,9735,Warning,1217,Corrosion / Wear
PUMP_0381,Atlas-7,Onshore-Terminal-1,2.71,56.2,144.4,252.1,23401,Normal,6405,Normal
PUMP_0324,Titan-X3,Onshore-Terminal-1,4.02,96.8,124.3,209.0,29746,Warning,600,Motor Failure
PUMP_0072,Atlas-7,Offshore-Platform-B,3.01,54.6,137.9,233.8,5319,Normal,4670,Suction Blockage
PUMP_0815,Titan-X2,Onshore-Terminal-1,3.44,59.0,150.5,251.6,830,Normal,2711,Valve Malfunction
PUMP_0630,Hydra-500,Onshore-Terminal-2,7.84,71.6,142.9,249.1,10943,Warning,711,Shaft Misalignment
PUMP_0735,Hydra-500,Offshore-Platform-B,2.16,55.9,140.5,255.8,22141,Normal,7853,Normal
PUMP_0151,Titan-X3,Offshore-Platform-B,6.28,67.8,144.9,252.9,25642,Warning,1641,Shaft Misalignment
PUMP_0723,Titan-X3,Onshore-Terminal-2,4.46,61.9,135.1,230.4,18450,Warning,1990,Impeller Damage
PUMP_0022,Hydra-500,Offshore-Platform-B,6.21,62.0,124.0,209.5,29447,Critical,356,Cavitation
PUMP_0889,Atlas-7,Offshore-Platform-B,8.58,71.8,142.2,246.4,17850,Critical,471,Shaft Misalignment
PUMP_0028,Titan-X3,Offshore-Platform-A,4.31,63.3,141.7,244.7,7351,Normal,3869,Coupling Failure
PUMP_0195,Titan-X3,Offshore-Platform-A,3.0,69.4,151.1,233.8,2289,Normal,4198,Discharge Blockage
PUMP_0648,Nova-P,Onshore-Terminal-2,5.86,64.1,130.9,234.7,15098,Critical,435,Corrosion / Wear
PUMP_0220,Titan-X3,Offshore-Platform-B,4.09,62.3,135.1,233.3,3876,Warning,2203,Impeller Damage
PUMP_0698,Nova-P,Onshore-Terminal-1,6.36,76.3,145.0,247.1,17844,Critical,250,Lubrication Failure
PUMP_0476,Titan-X2,Onshore-Terminal-2,5.3,54.8,139.7,239.6,9369,Warning,2198,Coupling Failure
PUMP_0099,Titan-X2,Onshore-Terminal-2,8.85,61.7,147.4,255.2,30663,Critical,438,Rotor Imbalance
PUMP_0807,Nova-P,Onshore-Terminal-2,5.2,70.7,147.8,248.2,16597,Warning,892,Lubrication Failure
PUMP_0743,Titan-X2,Offshore-Platform-B,7.74,69.3,146.7,248.7,31019,Critical,600,Shaft Misalignment
PUMP_0581,Atlas-7,CPF-1,4.3,64.4,128.9,230.2,10727,Warning,1388,Impeller Damage
PUMP_0823,Atlas-7,Onshore-Terminal-1,4.81,66.3,129.3,219.0,21772,Warning,1813,Cavitation
PUMP_0173,Titan-X2,Onshore-Terminal-1,7.59,73.5,142.7,238.2,12658,Warning,734,Shaft Misalignment
PUMP_0867,Titan-X3,Offshore-Platform-B,2.1,58.5,138.6,246.7,3794,Normal,6152,Seal Failure
PUMP_0255,Titan-X2,Offshore-Platform-A,5.25,67.9,143.5,250.0,22473,Normal,3210,Bearing Failure
PUMP_0229,Nova-P,Offshore-Platform-B,4.49,60.3,136.1,251.9,3207,Normal,2600,Coupling Failure
PUMP_0566,Hydra-500,CPF-1,2.49,59.5,139.4,255.8,15558,Normal,8777,Suction Blockage
PUMP_0239,Hydra-500,Onshore-Terminal-1,3.0,56.6,137.3,231.9,18152,Normal,2710,Seal Failure
PUMP_0769,Atlas-7,Offshore-Platform-B,2.77,65.7,139.8,232.0,8146,Normal,4845,Motor Failure
PUMP_0553,Titan-X3,CPF-1,3.67,61.4,144.1,250.8,26483,Warning,2091,Valve Malfunction
PUMP_0848,Atlas-7,Offshore-Platform-A,5.37,56.7,140.0,264.0,13407,Critical,403,Valve Malfunction
PUMP_0772,Titan-X3,Offshore-Platform-B,7.18,75.9,146.5,246.4,8815,Warning,1055,Bearing Failure
PUMP_0260,Nova-P,Offshore-Platform-A,4.34,61.0,139.9,230.1,24179,Warning,2092,Cavitation
PUMP_0772,Titan-X3,Offshore-Platform-B,3.98,66.1,125.7,212.1,29316,Warning,667,Suction Blockage
PUMP_0620,Atlas-7,Offshore-Platform-B,2.66,63.3,132.3,226.7,29772,Warning,1246,Seal Failure
PUMP_0039,Hydra-500,Offshore-Platform-B,4.76,67.1,121.7,226.1,27007,Warning,1158,Cavitation
PUMP_0178,Atlas-7,CPF-1,2.61,60.2,147.0,250.4,6238,Normal,8032,Normal
PUMP_0205,Nova-P,Offshore-Platform-A,4.7,65.0,126.1,214.6,22249,Critical,478,Impeller Damage
PUMP_0381,Atlas-7,Onshore-Terminal-1,2.43,58.1,144.6,254.7,14895,Normal,8113,Normal
PUMP_0678,Atlas-7,Onshore-Terminal-1,4.31,60.8,129.5,218.6,22376,Warning,2018,Suction Blockage
PUMP_0249,Titan-X2,Onshore-Terminal-1,4.76,65.7,127.8,212.3,22380,Critical,530,Cavitation
PUMP_0735,Hydra-500,Offshore-Platform-B,5.52,60.1,145.8,253.0,11610,Warning,1153,Valve Malfunction
PUMP_0803,Nova-P,Onshore-Terminal-1,2.13,59.7,146.0,253.5,26946,Normal,7206,Normal
PUMP_0601,Titan-X2,Offshore-Platform-B,6.89,65.6,133.4,231.0,7546,Warning,1393,Coupling Failure
PUMP_0435,Nova-P,Offshore-Platform-B,2.42,63.3,146.2,247.6,23173,Normal,8525,Normal
PUMP_0120,Atlas-7,CPF-1,6.65,68.7,140.7,244.4,26558,Critical,306,Lubrication Failure
PUMP_0131,Nova-P,Offshore-Platform-B,3.81,59.8,133.7,229.1,12408,Normal,2839,Suction Blockage
PUMP_0500,Nova-P,Offshore-Platform-A,2.83,57.3,142.7,247.6,6793,Normal,6064,Lubrication Failure
PUMP_0326,Hydra-500,Onshore-Terminal-2,2.99,61.4,148.0,249.7,3774,Normal,7800,Coupling Failure
PUMP_0186,Nova-P,Onshore-Terminal-2,4.29,59.8,135.0,232.0,10072,Warning,2120,Impeller Damage
PUMP_0540,Atlas-7,Onshore-Terminal-2,6.41,69.4,147.1,252.7,24452,Warning,1892,Shaft Misalignment
PUMP_0876,Nova-P,CPF-1,3.19,66.9,144.8,254.9,9773,Normal,6844,Overheating
PUMP_0374,Hydra-500,Onshore-Terminal-1,4.46,59.2,145.4,252.9,16648,Warning,1353,Valve Malfunction
PUMP_0743,Titan-X2,Offshore-Platform-B,3.37,62.8,147.0,254.3,11020,Normal,7934,Shaft Misalignment
PUMP_0227,Titan-X3,Onshore-Terminal-2,1.97,56.7,143.8,245.1,5352,Normal,7638,Normal
PUMP_0489,Titan-X2,Onshore-Terminal-2,5.24,62.6,162.6,247.4,1922,Critical,238,Valve Malfunction
PUMP_0564,Atlas-7,CPF-1,2.68,76.5,135.1,235.3,14407,Normal,4048,Motor Failure
PUMP_0675,Titan-X2,CPF-1,4.86,71.0,145.3,247.7,15003,Normal,4071,Bearing Failure
PUMP_0051,Titan-X2,CPF-1,1.88,58.2,143.1,245.2,20908,Normal,8355,Normal
PUMP_0343,Titan-X2,Onshore-Terminal-2,6.14,65.3,123.2,215.1,20116,Critical,80,Impeller Damage
PUMP_0207,Titan-X2,Offshore-Platform-A,3.55,62.8,127.0,236.1,5709,Warning,1979,Seal Failure
PUMP_0186,Nova-P,Onshore-Terminal-2,1.65,61.8,147.3,244.5,29762,Normal,6806,Normal
PUMP_0396,Titan-X3,Offshore-Platform-B,5.32,60.5,135.2,241.9,23471,Warning,1579,Corrosion / Wear
PUMP_0105,Titan-X2,CPF-1,2.09,63.8,145.6,249.7,482,Normal,6741,Normal
PUMP_0517,Titan-X3,Onshore-Terminal-1,2.69,64.6,139.8,250.0,20784,Normal,4524,Corrosion / Wear
PUMP_0444,Nova-P,Offshore-Platform-B,2.62,71.5,132.8,227.7,28517,Normal,3499,Motor Failure
PUMP_0479,Titan-X2,Offshore-Platform-B,3.99,72.9,177.2,202.7,3307,Critical,197,Discharge Blockage
PUMP_0071,Titan-X2,Offshore-Platform-A,2.91,59.3,149.9,250.8,27704,Normal,8343,Normal
PUMP_0408,Atlas-7,Offshore-Platform-A,3.22,80.6,142.7,246.2,3229,Warning,2457,Overheating
PUMP_0525,Hydra-500,Offshore-Platform-A,2.94,66.7,157.7,231.3,24087,Normal,3516,Discharge Blockage
PUMP_0820,Titan-X3,Offshore-Platform-B,2.25,55.9,144.2,249.8,6697,Normal,7721,Normal
PUMP_0051,Titan-X2,CPF-1,4.29,63.3,127.3,218.3,24219,Warning,1647,Suction Blockage
PUMP_0066,Hydra-500,Offshore-Platform-B,3.28,63.1,131.3,231.2,24836,Normal,2693,Suction Blockage
PUMP_0191,Titan-X2,Offshore-Platform-B,2.24,58.3,147.7,247.1,11790,Normal,9000,Normal
PUMP_0105,Titan-X2,CPF-1,3.62,63.1,143.7,245.2,25914,Normal,7259,Shaft Misalignment
PUMP_0665,Nova-P,Offshore-Platform-B,2.05,57.5,142.2,248.8,22347,Normal,9000,Normal
PUMP_0182,Atlas-7,Onshore-Terminal-2,4.52,69.2,140.1,251.5,19498,Normal,3160,Lubrication Failure
PUMP_0190,Hydra-500,CPF-1,5.46,61.2,130.6,228.0,6416,Warning,866,Impeller Damage
PUMP_0215,Titan-X2,CPF-1,1.92,58.2,146.8,254.0,13524,Normal,6750,Seal Failure
PUMP_0266,Nova-P,CPF-1,2.37,61.3,139.8,248.9,28767,Normal,8414,Normal
PUMP_0826,Atlas-7,Onshore-Terminal-1,7.41,73.2,142.9,248.7,4196,Warning,1552,Bearing Failure
PUMP_0595,Hydra-500,Offshore-Platform-B,3.59,63.2,130.1,235.3,17217,Warning,2398,Suction Blockage
PUMP_0824,Titan-X2,Onshore-Terminal-1,5.01,61.3,143.7,253.2,29702,Normal,4282,Rotor Imbalance
PUMP_0746,Hydra-500,Offshore-Platform-A,4.42,104.3,115.5,201.6,29396,Critical,121,Motor Failure
PUMP_0523,Atlas-7,Offshore-Platform-B,2.25,55.8,144.5,251.5,27283,Normal,7609,Normal
PUMP_0134,Nova-P,Offshore-Platform-A,4.1,62.5,144.7,249.4,25870,Normal,5094,Rotor Imbalance
PUMP_0747,Nova-P,Offshore-Platform-A,3.08,57.5,143.9,241.3,17110,Normal,6293,Cavitation
PUMP_0474,Nova-P,Offshore-Platform-B,6.45,59.3,131.9,234.5,3800,Warning,903,Coupling Failure
PUMP_0855,Hydra-500,Onshore-Terminal-1,2.92,62.9,135.2,233.4,16179,Warning,2377,Seal Failure
PUMP_0289,Nova-P,Offshore-Platform-B,2.57,73.5,137.3,229.2,24844,Normal,3513,Motor Failure
PUMP_0790,Atlas-7,CPF-1,1.95,58.5,143.0,252.8,12916,Normal,6534,Normal
PUMP_0213,Titan-X2,CPF-1,3.44,62.4,137.3,240.6,22128,Normal,4776,Impeller Damage
PUMP_0534,Hydra-500,Offshore-Platform-B,3.41,55.1,139.8,238.0,21167,Normal,3164,Valve Malfunction
PUMP_0173,Titan-X2,Onshore-Terminal-1,7.48,60.7,148.6,252.5,16531,Warning,855,Rotor Imbalance
PUMP_0341,Titan-X2,Offshore-Platform-B,2.13,61.0,145.8,248.7,23443,Normal,7159,Normal
PUMP_0296,Nova-P,Onshore-Terminal-1,3.7,64.9,139.3,232.2,12667,Normal,3048,Impeller Damage
PUMP_0257,Titan-X2,CPF-1,3.12,61.9,139.7,245.5,10849,Normal,5722,Impeller Damage
PUMP_0081,Titan-X3,Offshore-Platform-B,1.9,60.6,148.0,246.7,8315,Normal,7615,Normal
PUMP_0353,Hydra-500,CPF-1,9.06,59.9,149.9,254.8,10939,Warning,643,Rotor Imbalance
PUMP_0656,Nova-P,CPF-1,7.37,76.0,140.5,243.1,25489,Warning,1072,Bearing Failure
PUMP_0657,Titan-X2,Onshore-Terminal-2,4.74,70.2,142.4,253.7,24416,Normal,2600,Bearing Failure
PUMP_0036,Atlas-7,Onshore-Terminal-2,3.73,72.5,172.4,206.9,26179,Critical,280,Discharge Blockage
PUMP_0261,Titan-X2,Offshore-Platform-B,9.27,64.4,140.3,248.4,4246,Critical,355,Rotor Imbalance
PUMP_0583,Atlas-7,Offshore-Platform-A,2.28,63.6,143.2,244.9,22863,Normal,7680,Normal
PUMP_0203,Nova-P,Onshore-Terminal-2,7.81,73.4,148.2,239.9,26765,Warning,1397,Shaft Misalignment
PUMP_0525,Hydra-500,Offshore-Platform-A,2.41,64.4,148.5,245.1,11735,Normal,8925,Normal
PUMP_0888,Atlas-7,CPF-1,6.74,65.5,142.8,240.2,20347,Warning,1976,Shaft Misalignment
PUMP_0749,Hydra-500,Onshore-Terminal-2,2.06,58.6,141.1,251.7,19920,Normal,8212,Motor Failure
PUMP_0251,Atlas-7,Offshore-Platform-A,4.27,67.0,141.0,242.7,15656,Warning,2420,Corrosion / Wear
PUMP_0378,Titan-X2,Onshore-Terminal-1,7.15,80.4,144.8,247.4,25900,Warning,778,Bearing Failure
PUMP_0774,Titan-X2,Onshore-Terminal-1,3.12,61.5,144.1,258.6,19771,Warning,2600,Valve Malfunction
PUMP_0532,Atlas-7,CPF-1,3.59,62.2,136.3,226.2,23077,Normal,4050,Suction Blockage
PUMP_0127,Atlas-7,CPF-1,3.43,59.3,138.3,250.5,22380,Normal,6657,Impeller Damage
PUMP_0450,Hydra-500,Offshore-Platform-B,2.5,63.6,140.0,247.4,6879,Normal,7005,Normal
PUMP_0675,Titan-X2,CPF-1,3.44,65.3,143.6,253.8,1665,Normal,6932,Lubrication Failure
PUMP_0833,Nova-P,Onshore-Terminal-1,5.3,64.2,136.7,203.5,28490,Critical,394,Cavitation
PUMP_0618,Hydra-500,CPF-1,2.04,59.8,149.9,247.7,21878,Normal,7743,Normal
PUMP_0486,Hydra-500,Offshore-Platform-A,2.66,75.2,133.2,229.8,22179,Normal,3505,Motor Failure
PUMP_0681,Titan-X2,Offshore-Platform-A,2.94,58.4,137.6,235.8,25358,Normal,7088,Suction Blockage
PUMP_0061,Titan-X3,CPF-1,4.23,70.1,135.1,219.3,23831,Warning,1011,Cavitation
PUMP_0704,Atlas-7,Offshore-Platform-A,5.45,58.7,130.9,222.9,14976,Warning,942,Impeller Damage
PUMP_0133,Atlas-7,Onshore-Terminal-1,2.87,62.3,124.4,220.2,20425,Warning,1720,Seal Failure
PUMP_0878,Titan-X2,CPF-1,3.09,60.0,141.6,245.7,14911,Normal,6811,Cavitation
PUMP_0435,Nova-P,Offshore-Platform-B,3.44,59.1,134.4,219.8,14665,Warning,1646,Cavitation
PUMP_0697,Titan-X2,Onshore-Terminal-1,6.52,65.5,134.7,202.1,24107,Critical,323,Cavitation
PUMP_0337,Titan-X3,CPF-1,4.82,71.9,141.6,247.9,6453,Warning,1335,Lubrication Failure
PUMP_0821,Atlas-7,CPF-1,5.62,60.9,131.3,219.6,17050,Critical,542,Impeller Damage
PUMP_0667,Nova-P,Onshore-Terminal-2,4.2,105.8,125.2,198.4,6469,Critical,349,Motor Failure
PUMP_0881,Atlas-7,CPF-1,3.03,65.0,142.8,239.2,21118,Normal,4301,Cavitation
PUMP_0150,Atlas-7,CPF-1,1.93,62.4,146.7,253.7,9608,Normal,7664,Normal
PUMP_0037,Titan-X3,CPF-1,6.41,60.1,144.8,252.6,12396,Warning,2419,Rotor Imbalance
PUMP_0381,Atlas-7,Onshore-Terminal-1,3.99,60.8,132.4,222.9,4634,Warning,1675,Suction Blockage
PUMP_0020,Nova-P,Onshore-Terminal-1,1.9,60.2,141.1,252.8,16696,Normal,6997,Normal
PUMP_0367,Nova-P,CPF-1,3.41,61.4,132.9,233.8,28615,Warning,2014,Seal Failure
